"","X","X30","X50","X60","X90","X160","C..all.","RL","RM","AlleyGrvl","Alleynan","IR1","IR2","Reg","Bnk","HLS","CulDSac","BrDale","BrkSide","Edwards","IDOTRR","MeadowV","NAmes","NoRidge","NridgHt","OldTown","Sawyer","Somerst","StoneBr","Timber","Condition1Artery","Condition1Feedr","Condition1Norm","X1Fam","Duplex","Gable","Hip","CompShg","WdShngl","Exterior2ndCmentBd","Exterior2ndMetalSd","Exterior2ndVinylSd","Exterior2ndWd.Sdng","BrkFace","None","Stone","FuseA","FuseF","SBrkr","Attchd","BuiltIn","Detchd","N","Y","WD","Abnorml","Normal","Partial","LotFrontage","LotArea","OverallQual","YearBuilt","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X2ndFlrSF","BsmtFullBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","ExterQual","BsmtQual","BsmtCond","BsmtExposure","HeatingQC","KitchenQual","GarageQual","PoolQC","BsmtFinType1","CentralAir","Functional","GarageFinish","Fence"
"770",769,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,73,9.19044374026173,5,2006,0,5.8664680569333,5.8664680569333,6.59441345974978,0,3,0.693147180559945,6,0,2,4.61512051684126,0,0,0,1.38629436111989,1.6094379124341,1.38629436111989,2,4,3,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"771",770,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0.693147180559945,81,9.39424400995279,7,2008,0,6.68085467879022,6.68085467879022,6.70563909486,0,3,0.693147180559945,6,0,3,0,4.17438726989564,0,0,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"772",771,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,75,9.4642846724431,6,1989,0,7.31055015853442,7.31055015853442,0,0,3,0.693147180559945,8,1,2,5.53338948872752,0,5.26269018890489,0,1.38629436111989,1.6094379124341,1.38629436111989,2,5,3,1.38629436111989,0,1,0.693147180559945,2.19722457733622,1,0
"773",772,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,93,9.81279668725163,6,1986,6.82546003625531,5.62401750618734,7.13648320859025,0,0,3,0.693147180559945,6,1,2,5.64544689764324,0,0,0,1.6094379124341,1.6094379124341,1.6094379124341,3,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,1,0
"774",773,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,82,9.32393687855872,8,2003,6.93731408122368,6.00141487796115,7.26752542782817,0,1,3,0.693147180559945,7,1,2,5.2257466737132,4.56434819146784,0,0,1.6094379124341,1.79175946922805,1.38629436111989,3,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"775",774,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,8.97664130672246,6,1999,7.10987946307227,6.09582456243222,7.41878088275079,0,1,3,0.693147180559945,6,0,2,5.11198778835654,3.97029191355212,0,0,1.6094379124341,1.79175946922805,1.38629436111989,3,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"776",775,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,79,9.34574500898239,8,2007,6.91968384984741,6.77308037565554,7.54168309988211,0,1,3,0.693147180559945,7,1,2,0,5.62401750618734,0,0,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"777",776,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,85,9.34557032123629,8,2005,7.36010397298915,5.97635090929793,7.58324752430336,0,1,3,0.693147180559945,7,1,3,0,5.5834963087817,0,0,1.6094379124341,1.79175946922805,1.38629436111989,3,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"778",777,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0,0,97,9.09840271873532,7,1997,7.1777824161952,3.58351893845611,7.20414929203594,0,2,2,1.09861228866811,8,0,4,0,0,0,0,1.38629436111989,1.6094379124341,1.6094379124341,4,5,3,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"779",778,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0,0,77,9.13550906135318,5,2007,0,6.99668148817654,6.99668148817654,0,0,2,0.693147180559945,5,0,0,0,3.97029191355212,0,0,1.38629436111989,1.6094379124341,1.38629436111989,2,5,3,0,0,1,0.693147180559945,2.19722457733622,0,0
"780",779,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,32,8.41205487329293,6,1997,6.76272950693188,5.78689738136671,7.08170858610557,0,1,2,0.693147180559945,4,0,2,0,4.81218435537242,0,0,1.38629436111989,1.79175946922805,1.38629436111989,2,5,3,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"781",780,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,150,9.5566214867309,4,1964,6.76388490856244,4.48863636973214,7.09090982207998,0,1,3,0.693147180559945,6,0,3,0,4.78749174278205,0,5.14749447681345,1.38629436111989,1.6094379124341,1.38629436111989,3,4,3,1.38629436111989,0,5,0.693147180559945,2.19722457733622,3,0
"782",781,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,8.34877453979127,5,1975,6.64639051484773,5.605802066296,6.94793706861497,0,0,3,0.693147180559945,6,0,2,0,4.61512051684126,0,0,1.38629436111989,1.6094379124341,1.38629436111989,2,4,3,1.38629436111989,0,6,0.693147180559945,2.19722457733622,1,0
"783",782,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,41,7.88833450073865,5,1976,5.76519110278484,5.4510384535657,6.31173480915291,6.31173480915291,0,4,0.693147180559945,6,1,1,4.53259949315326,3.29583686600433,0,0,1.38629436111989,1.6094379124341,1.38629436111989,2,3,3,1.38629436111989,0,5,0.693147180559945,2.19722457733622,1,0
"784",783,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,1,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,21,7.58832367733522,4,1973,6.21860011969173,3.25809653802148,6.26720054854136,6.13772705408623,1,2,0.693147180559945,5,0,1,4.79579054559674,4.62497281328427,0,0,1.38629436111989,1.6094379124341,1.38629436111989,3,4,3,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"785",784,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,1,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,21,7.37588214821501,4,1973,6.08221891037645,3.25809653802148,6.13772705408623,6.13772705408623,1,1,0.693147180559945,4,1,1,0,4.62497281328427,0,0,1.38629436111989,1.6094379124341,1.38629436111989,4,3,3,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,1.09861228866811
"786",785,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.79701530802561,5,1968,6.66695679242921,5.79605775076537,7.01571242048723,0,1,3,0.693147180559945,6,0,1,4.40671924726425,0,0,0,1.38629436111989,1.38629436111989,1.38629436111989,2,5,4,1.38629436111989,0,5,0.693147180559945,2.19722457733622,1,1.09861228866811
"787",786,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,1,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,21,7.29844510150815,6,1970,5.88332238848828,5.24174701505964,6.30444880242198,6.30444880242198,0,3,0.693147180559945,6,0,0,5.23644196282995,0,0,0,1.38629436111989,1.38629436111989,1.38629436111989,2,5,3,0,0,6,0.693147180559945,2.19722457733622,0,0
"788",787,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,59,8.77817188103347,5,1983,6.28226674689601,5.64544689764324,6.70563909486,0,0,2,0.693147180559945,4,0,1,5.75574221358691,0,0,0,1.38629436111989,1.38629436111989,1.38629436111989,2,5,3,1.38629436111989,0,6,0.693147180559945,2.19722457733622,1,1.09861228866811
"789",788,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,60,8.79497643168877,5,1982,6.45990445437753,5.33753807970132,6.74051935960622,0,0,3,0.693147180559945,6,0,1,0,0,0,0,1.38629436111989,1.38629436111989,1.38629436111989,2,4,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,1,0
"790",789,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,74,9.42512911890764,5,1984,6.47389069635227,5.38449506278909,6.76272950693188,0,0,3,0.693147180559945,6,0,2,0,0,0,0,1.38629436111989,1.38629436111989,1.38629436111989,2,3,3,1.38629436111989,0,5,0.693147180559945,2.19722457733622,1,0
"791",790,0,0,0,0,0,0,0,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0.693147180559945,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,10.9437819318797,5,1900,0,6.53233429222235,6.53233429222235,6.53233429222235,0,4,0.693147180559945,7,0,1,0,0,0,0,1.38629436111989,1.38629436111989,1.38629436111989,2,5,3,1.38629436111989,0,1,0.693147180559945,1.6094379124341,1,0
"792",791,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,85,9.2750038853019,6,1971,6.73221070646721,6.62007320653036,7.37023064180708,0,0,3,0.693147180559945,7,1,2,0,3.80666248977032,0,0,1.38629436111989,1.38629436111989,1.38629436111989,2,3,3,1.38629436111989,0,4,0.693147180559945,2.19722457733622,1,0
"793",792,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,56,9.09076823683534,6,1997,0,5.95324333428778,5.95324333428778,6.44730586254121,0,3,0.693147180559945,7,1,2,0,0,0,0,1.38629436111989,1.6094379124341,1.38629436111989,2,4,3,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"794",793,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.22503192071917,6,1994,5.23110861685459,5.33271879326537,5.97380961186926,6.64768837356333,0,3,0.693147180559945,7,1,2,5.54907608489522,4.17438726989564,0,0,1.38629436111989,1.6094379124341,1.38629436111989,2,4,3,1.38629436111989,0,2,0.693147180559945,2.19722457733622,3,1.38629436111989
"795",794,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0,0,0,9.06392635352065,6,1999,6.77078942390898,3.97029191355212,6.82871207164168,6.64378973314767,1,3,0.693147180559945,7,1,2,5.54907608489522,3.89182029811063,0,0,1.38629436111989,1.6094379124341,1.38629436111989,2,4,3,1.38629436111989,0,5,0.693147180559945,2.19722457733622,3,0
"796",795,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,63,8.97157543975902,7,1996,6.0282785202307,5.62762111369064,6.53958595561767,6.76041469108343,0,3,0.693147180559945,6,0,2,0,3.80666248977032,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,4,4,1.38629436111989,0,3,0.693147180559945,2.19722457733622,3,0
"797",796,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,60,8.92279162396964,6,1999,0,6.84481547920826,6.84481547920826,7.20266119652324,0,5,0.693147180559945,7,1,2,5.24174701505964,3.43398720448515,0,0,1.38629436111989,1.6094379124341,1.38629436111989,2,5,3,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"798",797,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.16502914926618,7,1992,0,7.06390396147207,7.06390396147207,0,0,3,0.693147180559945,6,0,2,0,3.09104245335832,0,0,1.38629436111989,1.6094379124341,1.38629436111989,2,4,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"799",798,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,8.94324493313279,6,1993,0,6.80682936039218,6.80682936039218,6.59714570188665,0,3,0.693147180559945,7,1,2,5.67332326717149,4.44265125649032,0,0,1.38629436111989,1.6094379124341,1.38629436111989,2,4,3,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"800",799,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1,0,0,0,0,0.693147180559945,0,0,0,160,9.8070317167185,6,1964,6.31173480915291,6.62406522779989,7.17242457712485,0,1,3,0.693147180559945,6,1,2,0,4.69134788222914,5.50938833662798,0,1.38629436111989,1.38629436111989,1.38629436111989,3,2,3,1.38629436111989,0,4,0.693147180559945,2.19722457733622,1,1.38629436111989
"801",800,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,38,8.46400336290212,8,1988,5.51745289646471,6.82328612235569,7.06219163228656,0,1,2,0.693147180559945,5,0,2,0,4.69134788222914,0,4.91265488573605,1.6094379124341,1.6094379124341,1.38629436111989,4,4,3,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"802",801,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,35,8.54071438645758,8,1990,6.83195356556585,5.95842469302978,7.1800698743028,0,1,1,0.693147180559945,4,1,2,0,4.17438726989564,4.94875989037817,0,1.6094379124341,1.6094379124341,1.38629436111989,4,4,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"803",802,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,98,9.41970948986855,8,2005,6.89467003943348,5.0998664278242,7.0475172213573,7.2283884515736,1,4,0.693147180559945,10,1,3,4.79579054559674,3.49650756146648,0,0,1.6094379124341,1.79175946922805,1.38629436111989,3,5,5,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"804",803,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0.693147180559945,52,10.8585181127262,9,2006,7.00488198971286,7.35244110024358,7.88645727097769,0,1,4,0.693147180559945,8,2,3,0,4.91265488573605,0,5.77765232322266,1.79175946922805,1.79175946922805,1.38629436111989,3,5,4,1.6094379124341,0,6,0.693147180559945,2.19722457733622,3,0
"805",804,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,195,10.635879484422,5,1969,6.95463886488099,3.98898404656427,7.00397413672268,0,1,3,0.693147180559945,7,0,3,4.97673374242057,0,0,0,1.38629436111989,1.6094379124341,1.38629436111989,4,3,3,1.38629436111989,0,5,0.693147180559945,1.79175946922805,1,0
"806",805,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,61,8.99168672593482,9,2006,6.68210859744981,6.70441435496411,7.38585107812521,0,1,2,0.693147180559945,6,1,2,0,5.10594547390058,0,0,1.6094379124341,1.79175946922805,1.38629436111989,4,5,5,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"807",806,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,85,9.55272367519805,8,2006,7.35179986905778,6.49677499018586,7.70571282389443,0,1,1,0.693147180559945,7,1,2,5.96870755998537,4.39444915467244,0,0,1.6094379124341,1.79175946922805,1.6094379124341,4,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"808",807,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0.693147180559945,81,9.53755560876329,10,2006,7.05012252026906,6.3818160174061,7.46336304552002,0,1,3,0.693147180559945,8,1,3,5.48479693349065,3.97029191355212,0,5.16478597392351,1.79175946922805,1.79175946922805,1.38629436111989,4,5,5,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"809",808,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,9.30209879721572,6,1984,5.54907608489522,6.93634273583405,7.15851399732932,0,1,3,0.693147180559945,5,0,2,0,0,5.26269018890489,0,1.38629436111989,1.6094379124341,1.38629436111989,2,3,3,1.38629436111989,0,6,0.693147180559945,2.19722457733622,1,0
"810",809,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,78,9.40021665317425,7,1981,5.77455154554441,6.00388706710654,6.5875500148248,6.62671774924902,0,3,0.693147180559945,6,1,2,5.12396397940326,4.29045944114839,0,0,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,5,0.693147180559945,2.19722457733622,2,0
